,data privacy,security features,app installation,registration,loading speed,feature accessibility,ads,maintenance,transaction speed,transaction approval,transaction legitimacy,transaction fees,transaction flexibility,customer service,user friendliness,loan interest,savings interest,leniency,user incentives,review_rating
1549,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5
1550,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5
1552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1553,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1554,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1556,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1557,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5
1560,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1563,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1565,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1566,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
1568,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1570,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
1571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1573,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1576,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
1577,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1579,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1580,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5
1581,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1583,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
1584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1586,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
1587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
1589,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1591,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1592,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,5
1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1595,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1598,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5
1600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1602,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1603,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5
1604,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
1605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1608,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1610,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1611,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1612,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
1613,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1616,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1617,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1618,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1621,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1622,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5
1625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1627,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1628,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1629,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5
1631,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1634,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5
1636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1637,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1638,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5
1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1642,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5
1643,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1646,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5
1648,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1649,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1651,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1652,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1653,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
1654,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5
1657,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1658,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1659,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1660,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1661,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
1662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1663,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
1664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
1666,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
1669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1671,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
1675,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1677,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5
1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1683,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1684,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1685,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1686,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1687,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1688,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1689,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1690,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5
1692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5
1694,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1696,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1697,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5
1698,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1702,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5
1703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1704,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5
1705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
1706,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
1707,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1710,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1711,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1713,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
1715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1717,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1718,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1719,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1720,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1722,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1724,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1726,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
1727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1728,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1730,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1731,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1733,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5
1734,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1736,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1739,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1741,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1742,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1743,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1744,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1746,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
1747,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
1748,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1749,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1753,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1754,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
1755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1759,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1760,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1764,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1765,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1769,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1770,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5
1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1772,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
1773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1776,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5
1784,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1786,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
1787,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
1788,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
1789,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1790,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5
1792,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1793,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5
1796,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5
1797,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1798,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
1801,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
1802,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1803,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1804,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1805,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1806,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
1807,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1809,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1810,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5
1813,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1815,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1816,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
1817,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1819,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1822,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
1823,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
1824,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1825,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1826,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1827,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1828,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1829,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,5
1830,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
1831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1832,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1833,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1834,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
1835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1836,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5
1838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1839,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5
1840,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
1842,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5
1843,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1844,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,5
1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1846,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1847,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1848,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1850,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1851,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5
1852,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1853,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1854,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,5
1855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1856,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
1858,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1860,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5
1861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1863,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5
1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1867,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1871,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
