,This review is about...,data privacy,security features,app installation,registration,loading speed,feature accessibility,ads,maintenance,transaction speed,transaction approval,transaction legitimacy,transaction fees,transaction flexibility,customer service,user friendliness,loan interest,savings interest,leniency,user incentives
289,"user friendliness, loan interest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
290,"data privacy, transaction approval",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
291,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
292,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
293,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
294,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
295,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
296,"leniency, data privacy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
297,transaction fees,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
298,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
299,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
300,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
301,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
302,"transaction fees, leniency",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
303,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
304,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
305,"transaction, savings interest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
307,"loan interest, leniency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
308,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
309,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
310,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
311,"loan interest, leniency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
312,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
313,"transaction speed, customer service",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
314,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,"transaction speed, transaction flexibility",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
316,"transaction flexibility, transaction fees",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
317,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
318,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
319,security featues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
321,security features,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,"transaction legitimacy, transaction approval",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
323,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
324,"security features, loading speed",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,"transaction speed, security features",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
326,"user friendly, savings interest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
327,"loan interest, transaction speed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
328,data privacy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,"customer service, security features",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
331,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
332,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
333,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
334,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
335,"loan interest, transaction fees",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
336,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
337,"transaction speed, loan interest",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
338,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
339,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
340,"transaction speed, user incentives, customer service",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
341,"user friendliness, loading speed",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
342,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
343,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
344,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
345,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
346,"transaction approval, transaction flexibility, security features, customer service",0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
347,"transaction legitimacy, customer service, loan interest",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
348,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
349,"transaction legitimacy, customer service",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
350,security features,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,transaction approval ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
352,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
353,"transaction legitimacy, user incentives, ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
354,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
355,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,"leniency, loan interest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
357,"transaction speed, leniency",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
358,"leniency, transaction speed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
359,"customer service, data privacy",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
360,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,"transaction legitimacy, security features, loading speed",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
362,"transaction speed, user friendliness",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
363,transaction fees,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
364,"transaction speed, registration",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
365,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
366,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
367,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
368,transaction fees,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
369,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
370,"user friendliness, customer service",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
371,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
372,"feature accesibility, user friendliness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
373,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
374,"user incentives, loan interest, transaction speed, user friendliness",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
375,"loading speed, transaction fees, customer service",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
376,"loading speed, feature accessibility",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377,"registration, customer service",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
378,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
379,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
380,"loading speed, maintenance",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
381,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
382,"transaction speed, leniency",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
383,maintenance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
384,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
386,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
387,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
389,"transaction speed, transaction flexibility",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
390,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
391,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
392,"data privacy, leniency",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
393,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
394,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,"transaction flexibility, user friendliness",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
396,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
398,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
399,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,"transaction speed, transaction flexibility",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
402,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
404,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
405,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
406,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
407,"registration, transaction flexibility",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
408,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
409,"loading speed, user friendliness, feature accessibility",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
410,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
411,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
412,"user friendliness, customer service",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
413,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
414,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,"user friendly, ads, transaction fees, user incentives",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
416,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
418,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
419,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
421,"user friendliness, user incentive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
422,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
423,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
424,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
425,"loading speed, security features",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
428,"user friendliness, loading speed",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
429,"user friendliness, registration, loan interest",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
430,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
432,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
433,"user friendliness, transaction speed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
434,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
435,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
436,"transaction legitimacy, leniency",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
437,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
438,"customer service, loan interest",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
439,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
440,"transaction speed, transaction approval ",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
441,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,"registration, loading speed",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,"registration, customer service",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
444,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
445,"app installation, security features",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
447,"loading speed, transaction speed ",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
448,"security features, transaction flexibility",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
449,"transaction speed, user incentives ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
450,"transaction speed, transaction legitimacy",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
451,"customer service, transaction legitimacy",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
452,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,app installation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
455,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
456,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
457,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
458,"registration, security features, transaction speed",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
459,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
460,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
461,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
462,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
463,loan interest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
464,"user friendliness, transaction legitimacy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
465,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
466,"user friendly, savings interest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
467,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
468,"transaction speed, transaction legitimacy",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
469,transaction flexibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
470,"transaction legitimacy, user friendliness",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
471,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
472,"maintenance, feature accessibility",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
473,"leniency, transaction speed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
474,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
475,loan interest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
476,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
477,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
478,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
479,"transaction speed, leniency",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
480,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
481,"security features, loading speed",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
484,maintenance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
485,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,"transaction legitimacy, transaction speed, customer service",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
487,"user friendliness, leniency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
488,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
489,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,"transaction speed, leniency",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
492,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
493,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
494,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
495,app installment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,"transaction speed, security features",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
497,"customer service, leniency",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
498,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
499,"user friendliness, transaction approval",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
500,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,user incentives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
502,"user friendliness, transaction speed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
503,"user friendliness, feature accessibility, customer service",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
504,data privacy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
506,loading speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
508,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
509,"loading speed, transaction speed, feature accessibility",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
510,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
511,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
512,"leniency, transaction approval",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
513,"transaction approval, transaction fees",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
514,"user friendliness, loan interest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
515,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
516,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
517,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
518,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
519,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
520,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
521,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
522,"maintenance, transaction legitimacy",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
523,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
524,"loading speed, user friendliness",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
525,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
526,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
527,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
528,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
529,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
530,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
531,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
532,transaction fees,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
533,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
534,"feature accessibility, transaction flexibility",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
535,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
536,"leniency, transaction legitimacy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
537,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
538,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
539,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
540,transaction legitimacy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
541,"transaction speed, loan interest",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
542,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
543,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
544,"loan interest, transaction legitimacy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
545,"data privacy, transaction approval",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
546,transaction speed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
547,"transaction flexibility, loan interest",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
548,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
549,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
550,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
551,"user friendliness, customer service",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
552,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
553,data privacy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
555,"feature accessibility, customer service",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
556,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
557,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
558,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
559,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
560,transaction fees,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
561,maintenance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
562,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
563,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
564,"transaction approval, leniency",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
565,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
566,feature accessibility,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
567,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
568,"feature accessibility, customer service",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
569,app installation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,leniency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
571,transaction approval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
572,registration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,"transaction speed, leniency",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
574,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
575,user friendliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
576,customer service,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
