google translate review_text_value,review_text,review_rating,review_likes,application_id,review_datetime_utc,constructive,constructive_review,This review is about...
"It's good at the beginning, because I was rejected 2 times even though I'm a good payer, when people need money, it's not just 2 people who can get it, I hope you fix your system","Magandan naman po sa umpisa kaso 2 times nako na rereject kahit good payer naman po ako, pag kelangan ng pera ung tao ndi basta 2 makakauha sana ayusin nyu ung system nyu po",1,0,u.money.spend,2023-08-14 02:08:09,1,1,
Thank you very much very good and friendly service assistant God bless you all 👍🏻👍🏻👍🏻👍🏻,Thanks you very much very good and friendly service assistant God bless you all 👍🏻👍🏻👍🏻👍🏻,5,0,hb.xinxinxr.vip,2023-08-02 07:53:02,1,1,
Just tried because it keeps messaging me that im eligible for a loan. And yes im approved of 7500 credits. easy fill in and disbursement was fast as 3mins. Thank you Lpeso. On The cOntrary after paying on time they suddenly dissaproved my loan. Cannot count on in terms needed. It will lead you deep Debt only.,Just tried because it keeps messaging me that im eligible for a loan. And Yes im approved of 7500 Credit. easy fill in and disbursement was fast as 3mins. Thank you Lpeso. On The cOntrary after paying on time they suddenly dissaproved my reloan. Cannot count on in terms needed. It will lead you depth Debt only.,1,15,ph.loanpeso.fast,2023-09-21 22:33:52,1,1,
"If your transactions and rewards points are not viewable anymore, you need to uninstall the Citi app and install the app again from the Play Store. This will make your transactions and rewards display properly again. Tried and tested on my mobile device. 1 star because this is not supposed to happen.","If your transactions and rewards points are not viewable anymore, you need to uninstall the Citi app and install the app again from Play Store. This will make your transactions and rewards display properly again. Tried and tested on my mobile device. 1 star because this is not supposed to happen.",1,4,com.citibank.CitibankPH,2021-11-25 00:16:21,1,1,
I like this app so much. I mean not ordinary app this is a life saver...,I like this app so much. I mean not ordinary app this is a life saver...,5,0,io.breezeventures.mb,2023-08-10 05:12:38,1,1,
"Keeps saying ""there is a problem connecting to mobile banking. please try again later"" I tried to log in many times but still the same error. 🙄","Keeps saying ""theres a problem connecting to mobile banking. please try again later"" Ive tried to log in many times but still the same error. 🙄",1,0,www.mobile.bdo.com.ph,2023-01-29 02:55:12,1,1,
Apps are good. Easy to use and no calls to remind about the due date. But I would request a higher credit limit :),Apps is good. Easy to use and no calls to remind about the due date. But I would to request a higher credit limit :),4,1,com.mocasa.ph,2023-04-26 10:40:26,1,1,
Very useful and accomodating.. In case of emergency you can lean on this loan app. My advice is to maintain your good credit and no penalties to avoid rejection. Thank you. 😊,Very useful and accomodating.. In case of emergency you can lean on this loan app. My advice is maintain your good credit and no penalties to avoid rejection. Thanks. 😊,5,13,hb.xinxinxr.vip,2023-07-14 06:55:31,1,1,
"reliable fast and easy to apply, long term loan app. highly recommended","reliable fast and easy to apply, long term loan app. very recommend",5,0,hb.xinxinxr.vip,2023-07-06 07:46:47,1,1,
Scam!! I received a txt message claiming I was approved for a loan but after giving them my information application was rejected it seems like this is a scam trying to collect information.,Scam!! I received a txt message claiming I was approved for a loan but after giving them my information application was rejected seems like this is a scam trying to collect information.,1,3,com.wow.pera,2023-10-04 07:48:00,1,1,
Android back button is not supported in app navigation,Android back button is not supported in app navigation,4,2,com.citibank.CitibankPH,2022-09-06 09:42:19,1,1,
Should be Zero Star. This app is very disruptive and annoying. No courtesy to the phone user.,Dapat Zero Star. Very disruptive and annoying ang app na ito. Walang courtesy sa gumagamit ng phone.,1,0,com.juanhand.fast.cash.peso.loan.app,2023-09-15 15:07:02,1,1,
"Very user friendly, ❤️🙏","Very user friendly, ❤️🙏",5,0,com.rcbc.mobilebanking,2022-06-18 12:41:41,1,1,
"Apps is not working for about 2 weeks now, I am unable to unlock my card.","Apps is not working for about 2 weeks now, i am unable to unlock my card.",1,0,com.citibank.CitibankPH,2021-12-02 15:34:27,1,1,
when am trying to link my union bank the app starts to glitch,when am trying to link my union bank the app begins to glitch,4,0,ph.seabank.seabank,2023-08-31 04:41:35,1,1,
"There employees were so rude!, Its my first time using this app. And 8 was just 1 day late for the first installment. Since they only give you 7 days to settle it. Then, they are going to threaten you.","There employees was so rude!, Its my first time using this app. And 8 was just 1 day late for the first installment. Since they only giving you 7 days to settle it. Then, they are going to threaten you.",1,0,com.abs.pesobuffet.android,2023-09-10 00:17:04,1,1,
Not recommended for there harassment in txt and calls... They give threats for your contact and friend on social media.,Not recommended for there harassment in txt and calls... They give threats for your contact and friend at social media.,1,0,com.peramoo,2023-07-23 03:12:24,1,1,
"ok, it can be approved quickly and there are many products that can be paid in installments as long as you pay on time, so 5 ⭐⭐⭐⭐⭐ I love home credit",ok sya mabilis ma approved at maraming products na pwede ma installment basta on time ka mag bayad kaya 5 ⭐⭐⭐⭐⭐ sya sakin ilove home credit,5,0,ph.homecredit.myhomecredit,2023-09-24 16:10:54,1,1,
"Easy to use, so many branches too.. very convenient","Easy to use ,so many branches also.. very convenient",5,3,com.palawanpay.ewallet,2023-08-14 18:04:58,1,1,
easy banking,easy banking,5,0,com.rcbc.mobilebanking,2022-08-14 02:36:57,1,1,
Deserve 5 stars highly recommended if you need emergency fund. Repayment period is 2 months...low interest compared to other lending apps. If due date they will call just a reminder Once then if late for 1 day they will just text you to follow up your payment. They won't bother you for so many calls and text messages. Great help for people. Thank you for this app and their customer service. Totally thumbs up for the fast service. tlga.,Deserve 5 star highly recommended if you need emergency fund. Repayment period is 2 months...low interest compare to other lending app. If due date they will call just a reminder Once then if late for 1 day they will just text you to follow up your payment. They won't bother you for so much call and text messages. Great help for people. Thank you for this app and their customer service. Totally thumbs up for the fast service. tlga.,5,70,com.wow.pera,2023-08-09 22:55:22,1,1,
"Big help this app, its easy for me to do transactions in bank and bills payment. 💯 Legit.","Big help this app, its easy for me to do transactions in bank and bills payment . 💯 Legit.",5,4,com.unionbankph.online,2023-07-28 20:40:27,1,1,
"Even with good Internet connection, always appear there was a problem with connecting..check your Internet..... I like this app before but the recent updates really bad!","Even with good Internet connection, always appear there was a problem with connecting..check your Internet..... I like this app before but the recent updates really bad!",1,1,www.mobile.bdo.com.ph,2023-06-17 19:09:49,1,1,
"Easy to submit your application. Now, waiting for my borrowed money to submit🙏","Easy to submit your application. Now, waiting for my borrowed money to submit🙏",5,0,tech.codeblock.okpeso,2023-08-08 14:09:19,1,1,
"Worst banking app!!! Keeps on updating yet can't use it well. Unlike other banking apps, this SB app can't sync the contacts from your phone book to the app itself. Still needs to copy then paste unlike other banking apps that you just tap contact and the list will appear. Stop updating your app if you can't improve its features, you're just wasting your time and our time 😆😆😆😆😆","Worst banking app!!! Keeps on updating yet can't use it well. Unlike other banking apps, this SB app can't sync the contacts from your phone book to the app itself. Still needs to copy then paste unlike other banking apps that you just tap contact and the list will appear. Stop updating your app if you can't improve its feature, you're just wasting your time and our time 😆😆😆😆😆",1,2,com.securitybank.online,2023-09-09 12:05:20,1,1,
Immediate loan approval and the staff are very accomodating,Immediate approval of loan and the staff are very accomodating,5,0,com.dwidasa.cb.mb.android,2022-12-06 01:21:12,1,1,
goods.,goods.,5,0,com.cimbph.app2022,2023-07-29 04:23:57,1,0,
"They offer 3,500, then all you will receive is 2,100, they are also harassing you, then they will email you with your picture, they emailed me only 2,100, I only received 2,100, I just exceeded the due date, the payment is 6,437, the amount of their interest and they are threatening.","3 500 offer nila, then ang marerecieve mo lang is 2,100, nanghaharass din sila, then mag eemail sayo kasama picture mo, nag email sa akin 2,100 lang narecived ko, lumagpas lang ako sa dudate, ang pinapabayad na is 6,437, ang laki ng interest nila at nananakot pa.",1,0,com.liang.chan,2023-09-29 04:14:35,1,1,
i like this app..so convenient and easy to apply..its my 3rd time to use this .its really helpful.they will give you higher amount if you are a good payer.the interest is not bad and i probably suggest that you should try this.,i like this app..so convenient and easy to apply..its my 3rd time to use this .its really helpful.they will give you higher amount if you are a good payer.the interest is not bad and i probably suggest that you should try this.,5,1,ph.pesoredee.mobile.android,2023-07-24 03:41:42,1,1,
Convenient and Easy to Use More Secured than others!!,Convenient and Easy to Use More Secured than others!!,5,1,ph.com.gotyme,2023-09-13 00:06:08,1,1,
fast approval and very convenient..,fast approval and very convenient..,5,0,com.valley.loan,2023-07-10 03:15:14,1,1,
This app is the worst as well as the customer service. I can't even send funds to my e-wallet. It keeps prompting that I have insufficient balance even if I have enough balance. Also Metrobank's ATM machines are bugged. Worst Bank!,This app is the worst as well as the customer service. I can not even send fund to my e-wallet. It keeps prompting that I have insufficient balance even if I have enough balance. Also Metrobank's ATM machines are bugged. Worst Bank!,1,0,ph.com.metrobank.mcc.mbonline,2023-08-29 23:48:07,1,1,
Easy to loan this app is nice,Nice ang easy to loan this app,5,0,ph.loans.mobile,2023-08-09 05:06:35,1,1,
"This is your strength.. when people borrow money from you, you earn interest.. when you partially pay it, the principal is reduced.. it's only a profit and you pay it in 15 days.. are you there.. I'm going to fool you.. you have the strength to BUDOL.. YOU'RE A BUDOL APP!!!....",Lakas nio tlga.. kala m tumatae ng pera mga tao s nangungutang s inio qng mkatubo kau.. kala q ung partial n binayad q nbabawasan s principal.. tubo lng pla binayaran q s 15days edi dedma n.. bala kau dyn.. kakalokah k digido.. lakas mong MAKABUDOL.. BUDOL APP KA!!!....,1,0,ph.loans.mobile,2023-09-02 14:15:00,1,1,
"Buggy app, difficult registration. Can't close account easily","Buggy app, difficult registration. Can't close account easily",1,0,com.iexceed.unoConsumerBanking,2023-08-10 00:49:28,1,1,
"I deleted my account here. Very UNPROFESSIONAL. Idk where it gets its agents from. Total SCAM ALSO. The size of the processing fee charge. Then you need to immediately pay the disbursed amount plus the service fee and interest placed in just 6 days. LOAN SHARKS. Ipeso, Pesohere, PesoQ, Loans Peso, Loans Online and Pesoin ONLY UNDER ONE MANAGEMENT","I deleted my account here. Very UNPROFESSIONAL. Idk saan kinukuha mga agents nito. Total SCAM ALSO. Ang laki ng charge sa processing fee. Tapos need mo bayaran agad yung disbursed amount plus the service fee and interest na nilagay in just 6 days. LOAN SHARK. UNDER ONE MANAGEMENT LANG SILA nila Ipeso, Pesohere, PesoQ, Pautang Peso, Pautang Online at Pesoin",1,0,com.tmart.pesoq,2023-08-26 06:16:20,1,1,
the facebook post is harassment of contacts...don't downloadl9ad..it's a scam...TALA is the best,harassment of contacts ang facebook post...wag i downl9ad..scam ito...TALA is the best,1,0,hb.xinxinxr.vip,2023-04-21 03:48:50,1,1,
This is my first time with online banking and luckily I chose gotyme bank. It's beginner friendly and you gain lots of benefits by just doing your daily things. With the free to get debit card it's like you are living the life of an expert banker ☺️,This is my first time with online banking and luckily I choosed gotyme bank. It's beginner friendly and you gain lots of benefits by just doing your daily things. With the free to get debit card it's like you are living the life of an expert banker ☺️,5,4,ph.com.gotyme,2023-10-07 03:18:58,1,1,
Very Fast and reliable. Thank you so. much,Very Fast and reliable.Thank you so.much,5,0,com.juanhand.fast.cash.peso.loan.app,2023-09-16 00:59:46,1,1,
Easy to apply,Easy to apply,5,0,tech.codeblock.okpeso,2023-08-18 11:20:32,1,1,
Too many errors i cant even change my mobile no. Hope to fixed it as soon as possible,Too many errors i cant even change my mobile no. Hope to fixed it as soon as posible,4,2,com.unionbankph.online,2023-08-19 00:20:37,1,1,
"The app is so slow. They don't send OTP sometimes, would have to wait and resend in order to get one. Once OTP is in mostly transaction failed.","The app is so slow. They don't send OTP sometimes, would have to wait and resend in order to get one. Once OTP is in mostly transaction failed.",1,0,com.securitybank.online,2022-12-14 02:58:40,1,1,
Very poor online support service. Cannot contact their 24/7 online service. BDO you suck.,Very poor online support service. Cannot contact their 24/7 online service. BDO you sucks.,1,0,www.mobile.bdo.com.ph,2023-08-07 07:40:18,1,1,
I thought the uni digital bank was ok..I did a bank transfer in maya but the money didn't come in the money I transferred and the balance of 500 was lost..the one to complain to you is because there is no customer service!!!,akala ko ok ang uni digital bank..nag bank transfer ako sa maya peru hindi pumasok ang pera ku sa maya ng pinasahan ko at nawala ang balance na 500..ang magreklamo sa inyu kasi walang customer service!!!,1,0,com.iexceed.unoConsumerBanking,2023-07-03 12:05:10,1,1,
I cant open my account in your new apps,I cannt open my account in yuor new apps,1,0,ph.com.metrobank.mcc.mbonline,2023-09-11 20:03:56,1,1,
Interest to low and with cap.,Interest to low and with cap.,3,1,ph.seabank.seabank,2023-09-16 05:09:52,1,1,
Rude agents. I always pay on time but will threaten you even if not yet due. Do not borrow from this app. Very high interest and charges.,Rude agents. I always pay on time but will threaten you even if not yet due. Do not borrow from this app. Very high interest and charges.,1,12,ph.zippeso.online.cash.loan,2023-07-09 15:36:01,1,1,
Nice banking apps,Nice bank apps,5,0,ph.seabank.seabank,2022-08-23 18:13:33,1,0,
I went to sign up on Google then suddenly I lost my effort to type my info and then now I typed the bank acc. I'm not that convincing like in other countries haaaaaayyyysssss when you go to the branch there is a long line then you still need your own internet there is no free wifi for customers to make the process quick,Nag sa sign up ako sa Google then bigla nawala sayang effort ko mag type ng info ko tapos kabado pako now at na type ko na bank acc. Ko d pala ganun ka convincing like sa other country haaaaaayyysssss pag punta mo naman sa branch haba ng pila then need mo pa sariling internet wala manlang pa libre wifi para sa customers para maging mabilis process,1,0,www.mobile.bdo.com.ph,2023-06-06 11:51:39,1,1,
Hope there would be a mobile/cellphone hotline for customer service. And posting of payment should be posted 1 week before due date. Thank you,Hope there would be a mobile/cellphone hotline for customer service. And posting of payment should be posted 1 week before due date. Thankyou po.,5,1,com.citibank.CitibankPH,2023-09-16 01:57:15,1,1,
"High fees, short term. i dont have any obligation in your apps but still my data is in your apps..i will be monitoring my data and if i found out that you dont terminate all the necessary info i encoded, including my account i will formally file complaint this apps,..","High fees, short term. i dont have any obligation in your apps but still my data is in your apps..i will be monitoring my data and if i found out that you dont terminate all the necessary info i encoded, including my account i will formally file complaint this apps,..",1,4,com.pesoloan,2023-09-17 11:48:01,1,1,
its easy to use.,its easy to use.,5,0,com.aub.hellopagibig,2022-08-26 06:55:07,1,1,
"my citibank shell card ending in 7289 rebates worth php18,792 as of Aug 2023 statement, after several follow up in citi customer officer, online chat and citi website emailed for more than 1 year (accumulated rebates from 6k to 18.7k), indicates zero (0.0) rebates both in citibank website and citi mobile app, but in my monthly SOA every month the said credit card rebates is reflected until it reached php18,792.00, no action taken. I decided to close, cancel my card and donated to them my 18.792k","my citibank shell card ending in 7289 rebates worth php18,792 as of Aug 2023 statement,after several follow up in citi customer officer, online chat and citi website emailed for more than 1 year (accumulated rebates from 6k to 18.7k), indicates zero (0.0) rebates both in citibank website and citi mobile app, but in my monthly SOA every month the said credit card rebates is reflected until it reached php18,792.00, no action taken. i decided to close, cancel my card and donated to them my 18.792k",1,1,com.citibank.CitibankPH,2023-08-25 11:22:44,1,1,
Easy to use.,Easy to use.,5,0,com.aub.hellopagibig,2022-11-06 12:22:29,1,1,
I cannot transfer funds easily with this app. I always get disconnected.,I cannot transfer funds easily with this app. I always get disconnected.,2,1,com.fronde.mbanking.android.pckg.bpi,2018-12-03 14:01:17,1,1,
Dependable in times of need. he is legit not a scam. It's low interest unlike other OLA. thank you mr.cash.,Maaasahan sa oras nang kagipitan. legit siya di scam. low interest lng po ito unlike other OLA. thank you mr.cash.,5,0,u.money.spend,2023-08-24 07:20:32,1,1,
very nice service!,very nice service!,5,0,ph.zippeso.online.cash.loan,2023-10-08 03:06:16,1,1,
"It says that easy and fast loan it actually took 30 mins until now it only says uadit stat: processing, tried to reach out to customer service, they have no replies","It says that easy and fast loan it actually took 30 mins until now it only says uadit stat: processing, tried to reach out to customer service, they have no replys",1,6,com.valley.loan,2023-08-18 00:46:48,1,1,
client friendly.,clients friendly.,5,0,com.citibank.CitibankPH,2023-05-04 00:30:08,1,1,
There is no point in getting a small loan approved,Walang kwenta maliit lng loan d p maapproved tangna,1,0,com.plentina.app,2021-07-03 06:15:35,1,1,
"Fast app, very smooth and no lags upon my application. Very convenient and I love the rewards points that you can earn 3x when you shop in their partner store that convertible into cash ♥️. And up to 5% interest in my savings annually.","Fast app, very smooth and no lags upon my application . Very convenient and i love the rewards points that you can earn 3x when you shop in their partner store that convertible into cash ♥️. And up to 5% interest in my savings anually .",5,3,ph.com.gotyme,2023-06-02 13:38:06,1,1,
"Kudos to them, they are not like others, they are easy to talk to because their agent is nice",Kudos to madaloan di sila kagaya ng iba madali sila kausap kaht ang agent nila mabait,5,0,com.urpxf.mdsig,2023-08-17 10:25:07,1,1,
This app is a big help for me in checking my salary and allowances no need to go directly to the bank,This app is a big help for me in checking my salary and allowances no need to go directly to the bank,5,4,com.landbank.mobilebanking,2023-05-05 12:33:00,1,1,
Fast and reliable. Thank you. 😊,Fast and reliable. Thank you. 😊,5,0,ph.lhl.pautangpeso,2023-09-04 08:18:07,1,1,
I cannot pull up the app itself. I can download but whenever I'm trying to access it I get an error message that the app is not working.,I cannot pull up the app itself. I can download but whenever I'm trying to access it I get an error message that app is not working.,1,0,ph.com.psbankonline,2019-10-27 05:41:18,1,1,
Always crashing when I upload my id.,Always crashing when i upload my id.,1,1,com.banko.cm,2021-12-01 06:58:33,1,1,
Very reliable and helpful,Very reliable and helpful,5,0,ph.lhl.pautangpeso,2023-10-11 13:52:26,1,1,
This app is so good that many and many people use this app and create good feedback. More power Mocasa.,This app is so good that many and many people use this app and create good feedback. More power Mocasa.,5,0,com.mocasa.ph,2022-08-19 08:02:39,1,1,
I can't transact at all. I Called your phone agent and I followed the instructions I also uninstalled and reinstalled the app but I still get the error message unable to authenticate message when transacting. I can't transact online. I hope this gets fixed soon. Issue has been going on for more than a week now.,I can't transact at all. I Called your phone agent and I followed the instructions I also uninstalled and reinstalled the app but I still get the error message unable to authenticate message when transacting. I can't transact online. I hope this gets fixed soon. Issue has been going on for more than a week now.,1,2,com.citibank.CitibankPH,2023-04-04 11:30:10,1,1,
Its easy to use this apps.. because anytime ineed money i also withdraw..thanks this apps for verygood seevices,Its easy to use this apps.. because anytime ineed money i also withdraw..thanks this apps for verygood seevices,4,5,com.dwidasa.cb.mb.android,2022-11-30 00:04:10,1,1,
Service unavailable When I enrolled my account it always shows service unavailable how do I know about my card details and available credit limit and current balance when it always shows service unavailable? I enrolled my account so I can enjoy the installment plan but I guess the app is a trash,Service unavailable When I enrolled my account it always shows service unavailable how do I know about my card details and available credit limit and current balance when it always shows service unavailable? I enrolled my account so I can enjoy the installment plan but I guess the app is a trash,1,0,com.rcbc.mobilebanking,2022-08-31 04:20:30,1,1,
Easy to fill,Easy to fill,5,0,ph.onlineloans.mobile.android,2023-09-28 14:42:19,1,1,
Get a quick loan without any hassles,Mabilis makahiram walang kuskos balukos,5,0,com.qinoubei.kdfuchwnc,2023-04-01 02:31:13,1,1,
"So many options on transferring funds, easy to access and high interest rates","So many option on transferring funds, easy to access and high interest rates",5,0,com.cimbph.app2022,2023-08-01 03:27:56,1,1,
very easy and convenient,very easy and convenient,5,0,com.citibank.CitibankPH,2022-08-05 03:16:34,1,1,
Easy and best App,Easy and best App,5,0,ph.billeasev2.mobile,2023-09-24 08:17:10,1,1,
Cannot Open an Account. Please make it available for us to be conveniently transacting your bank.,Cannot Open an Account. Please make it available for us to be conveniently transacting your bank.,2,0,com.rcbc.mobilebanking,2021-11-30 05:17:22,1,1,
Super buggy! I've already registered my fingerprint and it keeps prompting that I should enroll my fingerprint in settings. Hassle! Also the quick balance is not responsive. It makes me cringe 👎👎👎👎,Super buggy! I've already registered my fingerprint and it keep prompting that I should enroll my fingerprint in settings. Hassle! Also the quick balance is not responsive. Nakakapikon 👎👎👎👎,1,0,www.mobile.bdo.com.ph,2023-04-28 07:11:30,1,1,
your app and website sucks,your app and website sucks,1,0,ph.pesoredee.mobile.android,2023-03-31 02:26:00,1,1,
I hope your company closes.. yes you are helping but if your client doesn't pay for the time you will be publicly shamed.. disrespectful people..,Sana mag close ang company niyo.. oo tumutulong kayo pero pag hindi nakabayad ng oras yung client niyo ipapapublic shame niyo.. mga walang respeto..,1,0,com.wow.pera,2023-09-11 12:08:43,1,1,
The old app is better. Is this new version. There are always issues and errors. App keeps asking for otp. Bill payment always error. Transfer money is not working..,The old app is better. Is this new version. There are always issue and error. App keeps asking for otp. Bills payment always error. Transfer money is not working..,1,0,ph.com.metrobank.mcc.mbonline,2023-08-25 05:27:30,1,1,
"SLOW CUSTOMER SERVICE. They won't answer on tickets that are filed in-app. If you call their hotline, you will have to wait at least 30 minutes. They won't answer in FB messenger as well. I have a ticket that is still open and unresolved for almost a month now. They made me pay 300 pesos for a card replacement but they sent me a card with the wrong name.","SLOW CUSTOMER SERVICE. They won't answer on tickets that are filed in-app. If you call their hotline, you will have to wait at least 30 minutes. They won't answer in FB messenger as well. I have a ticket that is still open and unresolved for almost a month now. They made me pay 300 pesos for a card replacement but they sent me a card with wrong name.",1,0,com.cimbph.app2022,2023-06-12 16:55:14,1,1,
GoTyme is perfect savings account for a mom like me. The interest is way higher than any other banks or e-wallet. Easy to use and very convenient.,GoTyme is perfect savings account for a mom like me. The interest is way higher than any other banks or e-wallet. Easy to use and very convenient.,5,2,ph.com.gotyme,2023-07-21 11:28:31,1,1,
Nice apps For loans Financially,Nice apps For loan Financially,5,0,tech.codeblock.okpeso,2023-09-23 11:05:08,1,1,
"The app can't be opened, done the update but still not working. So inconvenient!!!","The app can't be open, done the update but still not working. So inconvenient!!!",1,18,com.banko.cm,2022-11-02 13:35:02,1,1,
"Harassment. They charge you a lot, you only charge for 1 day, not when you pay, all your contacts will be called. Don't borrow from LPeso anymore.",Harassment. Grabe sila maningil 1 day ka lang hindi nkapag bayad tatawagan na lahat ng contacts mo. Wag na wag kayong mangungutang sa LPeso.,1,0,ph.loanpeso.fast,2023-09-25 13:00:26,1,1,
Nice apps,Nice apps,5,0,com.aub.hellopagibig,2022-09-07 23:39:01,1,0,
"Tried creating an account. Valid ID shot is clear and has no glare. Room is very well lit. But didn't get past through that choose valid id page. Sometimes, it will redirect back to the choose id option, sometimes back to enter pin screen. When u try entering the CORRECT pin, an ""ERROR!"" message will pop-up.","Tried creating an account. Valid ID shot is clear and has no glare. Room is very well lit. But didnt get past through that choose valid id page. Sometimes, it will redirect back to the choose id option, sometimes back to enter pin screen. When u try entering the CORRECT pin, an ""ERROR!"" message will pop-up.",1,0,ph.komo.app,2021-02-26 14:25:29,1,1,
"The best deals app. Customer service is really amazing, they respond very quickly and the way they deliver their responses to concerns is very professional👍 kuddos",The best deals app. Customer service really amazing napakabilis nila sumagot and the way they deliver their responses to concerns napaka professional👍kuddos,5,0,com.plentina.app,2023-03-22 17:40:52,1,1,
fast and safe..hoping for approval..,fast and safe..hoping for approval..,5,0,com.wow.pera,2023-09-26 23:41:44,1,1,
Very convenient and easy to use! You can register and have your account in minutes! 💖,Very convenient and easy to use! U can register and have your account in minutes! 💖,5,4,ph.com.gotyme,2023-06-30 12:46:13,1,1,
Why this new BDO online app. Is downgraded. Instead of being upgraded. Why because you remove the QUICK BALANCE .... this creator doesn't have a common sense.,Why this new BDO online app. Is downgrade . Instead to be upgrade . Why because you remove the QUICK BALANCE .... this creator don't have a common sense.,1,0,ph.com.bdo.retail,2023-09-24 17:12:04,1,1,
cannot delete account even if they rejected you..your information is availbale for them..no code sent even if multiple attempts..cannot delete account without there code..dangerous app for me for privacy info,cannot delete account even if they rejected you..your information is availbale for them..no code sent even if multiple attempts..cannot delete account without there code..dangerous app for me for privacy info,1,4,com.juanhand.fast.cash.peso.loan.app,2023-10-02 20:10:49,1,1,
"Thanks, very good loan apps.","Thanks, very good loan apps.",5,0,io.breezeventures.mb,2023-10-04 04:50:26,1,0,
The caller of this app is a fraud. They said it's 3 months installments and then weekly.. the hidden fees are even bigger... The interest is half of your loan..,Manloloko ang caller ng app na ito Sabi 3months installment daw tapos weekly pala..ang laki pa ng hidden fees...Kalahati ng loan mo ang tubo..,1,0,com.abs.pesobuffet.android,2023-09-27 08:29:52,1,1,
You need to wait 3 days before you can log in on the same device that you used to log in after you reset the device. In short you can't do any transaction for 72 hours because you can't log in on the same device you used to log in. What a hassle.,You need to wait 3days before you can log in on the same device that you used to log in after you reset the device. In short you can't do any transaction for 72hours because you can't log in on the same device you used to log in. What a hassle.,1,0,com.rcbc.mobilebanking,2023-06-26 01:21:40,1,1,
Why is Processing always in Audit status 😭,Bakit Po parati lng Processing Nka lagay sa Audit status 😭,2,0,com.liang.chan,2023-06-11 04:21:01,1,1,
Got accepted pretty quickly! No problems so far.,Got accepted pretty quickly! No problems so far.,5,0,ph.komo.app,2021-03-19 07:59:58,1,1,
The willingness to go above and beyond to ensure that borrowers have all the information and resources they need is something that I truly admire and appreciate about this app.,The willingness to go above and beyond to ensure that borrowers have all the information and resources they need is something that I truly admire and appreciate about this app.,5,0,com.abs.pesobuffet.android,2023-09-09 06:44:24,1,1,
Not good apps dont even try this they will never accept your loan they just collect only your info people dont download this apps its fake not recommendable,Not good apps dont even try this they will never accept your loan they just collecting only your info people dont download this apps its fake not recommendable,1,0,u.money.spend,2023-09-25 10:33:54,1,1,
The app itself is easy enough to use but I am encountering issues when logging in on another device. I cannot input enough digits to log in properly with phone number (I.E. I cannot put +63 or 0 at the start),The app itself is easy enough to use but I am encountering issues when logging in on another device. I cannot input enough digits to log in properly with phone number (I. E. I cannot put +63 or 0 at the start),4,3,ph.seabank.seabank,2022-07-25 14:02:32,1,1,
"Not recommended..the agents here are rude..threatened..the penalty and service fee is even higher..when you are over due..keep texting..don't ruin your life with this lending app, you will only get worse..on..TALA and JUANHAND are even better....zero stars to..",Not recomended..bastos yung mga agent dto..nanakot..taas pa ng penalty at service fee.. pag na over due ka..panay text pa..wag kayo dto masisira buhay nyo sa lending app na to lalo lng kayong mababa.on..mas maganda pa TALA at JUANHAND....zero stars to..,1,0,com.valley.loan,2023-09-08 10:12:31,1,1,
the process is fast,mabilis ang proseso,5,0,com.valley.loan,2023-07-15 12:01:56,1,1,
"Request for increase in limit is not working in the App. Always have an error. I tried calling their support to request for the increase in limit but until now (its been more than a month), I haven't received any feedback in my request.","Request for increase in limit is not working in the App. Always have an error. I tried calling their support to request for the increase in limit but until now (its been more than a month), I haven't received any feedback in my request.",1,1,com.citibank.CitibankPH,2023-03-02 13:38:06,1,1,
"Quick application, I hope it gets approved..","Quick application, sana ma approve..",4,0,com.tmart.pesoq,2023-07-25 04:25:11,1,1,
Good terms and condition,Good terms and condicion,5,0,com.plentina.app,2022-03-08 08:04:10,1,1,
pentina is the perfect way of shopping pay later. so much affordable. five stars for it,pentina is the perfect way of shopping pay later. so much affordable. five star for it,5,1,com.plentina.app,2022-02-24 06:07:36,1,1,
"the deductions payment commission service charge account management fee 10 days of repayment. so if you can get it, it's only half 😔",ang mga ikakaltas payment commission service charge account management fee 10 days of repayment. so bali makukuha mo is half nalang😔,1,0,com.valley.loan,2023-09-27 04:41:40,1,1,
"Your online banking service is great. Worst, I tried to topup in shopee not directing to the payout section. Terrible!! It's too hard to log in, buffering is too slow","Grabe service nyo sa online banking. Pinakaworst, nagtatry akong magtopup sa shopee hindi nagdadirect sa payout section. Grabe!! Sobrang hirap maglog in sobrang bagal magbuffering",1,0,com.rcbc.mobilebanking,2022-10-20 13:40:02,1,1,
user friendly interface,user friendly interface,5,0,com.liang.chan,2023-07-03 22:37:53,1,1,
I am excited to know that there is an online bank that is so easy to save and has a high interest saving rate.,I am excited to know that there is an online bank that so easy to save and has a high interest saving rate.,5,4,ph.com.gotyme,2023-03-31 10:59:07,1,1,
Please do support NFC/MST payment method accepted.,Please do support NFC/MST payment method accepted.,4,0,ph.komo.app,2023-08-02 16:12:00,1,1,
"Its hard for online banking, It always logs out when your transferring money online","Its hard for online banking, It always logging out when your transferring money online",1,0,com.landbank.mobilebanking,2023-08-16 11:54:42,1,1,
The worst among all digital banks. It won't let me transfer funds. Either OTPs are not sent or it would say insufficient funds even there are available funds.,The worst among all digital banks. It won't let me transfer funds. Either OTPs are not sent or it would say insufficient funds even there are available funds.,1,2,ph.uniondigital.superapp,2023-09-09 04:25:36,1,1,
